"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"SL/001716","1","Enabling access to Mental Health in Sierra Leone","2013-01-20","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Implementation","2013","2014","188266.0","188266.0"
"SL/001717","1","Improvement in rural communities local and institutional actors capacities to management and sustain their access to basic health services, sanitation and water supply - South Bombali district","2013-04-01","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Implementation","2013","2014","201473.0","201473.0"
"SL/001718","1","Sustaining rehabilitation services and improving accessibility for persons with disabilities in Sierra Leone","2013-05-01","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16010","Social/ welfare services","Implementation","2013","2014","198099.0","198099.0"
"SL/001719","1","Enabling access to mental health care in Sierra Leone","2013-05-01","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Implementation","2013","2014","194989.0","194989.0"
"SL/001720","1","Service delivery and system strengthening - a two pronged approach to support free health care in Kenema","2013-06-25","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Implementation","2013","2014","359073.0","359073.0"
"SL/001721","1","Sustainable Health Service Delivery in Bo district (SHSD)","2013-07-01","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Implementation","2013","2014","167685.0","167685.0"
"SL/001722","1","Promoting sustainable and participatory local governance and increased accessibility to health services and rights","2013-08-10","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Implementation","2013","2014","178937.0","178937.0"
"SL/001723","1","Bonthe District Council: Building capacity, good governance and scaling up health service delivery","2013-09-01","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2013","2014","107366.0","107366.0"
"SL/001724","1","Maternal and Child health Initiative in Pujehun and Bonthe District","2013-09-25","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Implementation","2013","2014","184548.0","191377.0"
"SL/001725","1","Building the capacity of PHUs, CHCs and increasing community's access to both health care and WATSAN services through participatory process","2013-11-30","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2013","2014","31997.0","31997.0"
"SL/001726","1","Managing childhood disability - an innovative approach to integrated maternal and child health service","2013-10-01","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Implementation","2013","2014","135868.0","135868.0"
"SL/001727","1","Experts for providing capacity building for partner organizations of the EU Delegation in Sierra Leone and potential applicants for NSA/LA thematic budget lines","2013-12-05","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2013","2014","22648.0","22648.0"
"SL/001728","1","Service Contract - ICS/ 149.4km roads Kambia","2013-02-20","start-actual","2013-03-24","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Completion","2013","2013","51241.0","51241.0"
"SL/001729","1","NIMO Construction co/ LOT 2 Kenema District","2013-06-10","start-actual","2013-07-10","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15141","Government administration","Completion","2013","2013","95223.0","95223.0"
"SL/001730","1","Service Contract - RBA/ 149.5km Roads Pujehun District","2013-03-20","start-actual","2013-05-30","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Completion","2013","2013","49334.0","49334.0"
"SL/001731","1","Mineral Rights Administration Project (PHASE II)","2013-09-10","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","322","Mineral Resources and Mining","32205","Mineral resources and mining,purpose unspecifie","Implementation","2013","2014","37164.0","37164.0"
"SL/001732","1","SL - OXFAM GB : Community Action for Water Facility","2013-01-05","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","140","Water Supply and Sanitation","14000","Water Supply and Sanitation, combination of purposes","Implementation","2013","2014","1119419.0","1119419.0"
"SL/001733","1","Formulation Study (Feasibility and detailed engineering design) of 3 components of works on the Bandajuma to Liberia Border road and supervision of the construction works of three bridges (Phase 1 & 2)","2013-01-05","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2013","2014","901249.0","901249.0"
"SL/001734","1","Grant Contract with IFRC DMCB","2013-02-28","start-actual","2013-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2013","2013","41066.0","41066.0"
"SL/001735","1","Contribution agreement with UNICEF for the implementation of the MDG initiative in Sierra Leone","2013-05-01","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Implementation","2013","2014","10665436.0","10665436.0"
"SL/001736","1","Financial Audit of Contract ENV/2007/ 138-206","2013-05-05","start-actual","2013-05-30","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2013","2013","42015.0","42015.0"
"SL/001737","1","Financial Audit of Enhancing Productivity and Resiliance of household project DCI Food","2013-09-01","start-actual","2013-09-30","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2013","2013","26563.0","26563.0"
"SL/001738","1","Financial audit of Enhancing Livelihood in Serabu Axis","2013-02-01","start-actual","2013-02-28","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2013","2013","15783.0","15783.0"
"SL/001739","1","Audit of Thematic Budget Line with Marie Stopes","2013-04-20","start-actual","2013-04-30","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2013","2013","20910.0","20910.0"
"SL/001740","1","Audit of Bo district council contract","2013-04-20","start-actual","2013-04-30","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2013","2013","29178.0","29178.0"
"SL/001741","0","Financial Audit of Supporting Youth Livelihoods in Liberia and Sierra Leone","2013-05-20","start-actual","2013-05-31","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2013","2013","31480.0","31480.0"
"SL/001742","1","Financial audit concerning Improving the Sexual and Reproductive health of uprooted communities in 6 districts in Sierra Leone","2013-11-20","start-actual","2013-11-30","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2013","2013","9584.0","9584.0"
"SL/001743","1","Financial audit of Human Rights Society Organisations and Communication in Sierra Leone","2013-04-20","start-actual","2013-04-30","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2013","2013","3701.0","3701.0"
"SL/001744","1","Financial audit of the Community Action for Water Facility Project","2013-04-01","start-actual","2013-04-15","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2013","2013","56246.0","56246.0"
"SL/001745","1","Mid-term Evaluation of the IPFMRP","2013-04-01","start-actual","2013-04-15","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2013","2013","36631.0","36631.0"
"SL/001746","0","Cardinal Investments Limited /Supply and instalation of printing equipments and accessories at statistics Sierra Leone","2013-11-05","start-actual","2013-11-08","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2013","2013","2884.0","2884.0"
"SL/001747","1","Outreach and Capacity Building Legacy Project","2013-06-01","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2013","2014","61069.0","61069.0"
"SL/001748","1","Administration agreement for the Multi Donor Trust Fund for Sierra Leone: IPFMRP","2013-07-01","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2013","2014","2730048.0","2730048.0"
"SL/001749","1","Environmental Protection Agency Operational Programme Estimate No1","2013-05-25","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","410","General environmental protection","41005","General environmental protection,purpose unspecified","Implementation","2013","2014","264943.0","264943.0"
"SL/001750","1","Technical Assistance to Human Resource Management Office in Sierra Leone","2013-06-10","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2013","2014","970426.0","970426.0"
